name,sourcefile,cloneof,year,manufacturer,status
superbon,galaxian.cpp,,1985,Signatron USA,preliminary
superbwl,gei.cpp,,1982,Greyhound Electronics,imperfect
supercon,supercon.cpp,,1983,Novag,good
superdq,superdq.cpp,,1984,Universal,preliminary
superdqa,superdq.cpp,superdq,1984,Universal,preliminary
superdqs,superdq.cpp,superdq,1984,Universal,preliminary
supergx,galaxian.cpp,galaxian,1980,Namco / Nichibutsu,preliminary
superman,taito_x.cpp,,1988,Taito Corporation,good
supermanj,taito_x.cpp,superman,1988,Taito Corporation,good
supermanu,taito_x.cpp,superman,1988,Taito Corporation,good
superpac,mappy.cpp,,1982,Namco,good
superpacm,mappy.cpp,superpac,1982,Namco (Bally Midway license),good
superpet,pet.cpp,pet8032,1981,Commodore Business Machines,preliminary
superslv,superslave.cpp,,1983,Advanced Digital Corporation,preliminary
superten,usgames.cpp,,1988,U.S. Games,good
supertnk,supertnk.cpp,,1981,Video Games GmbH,good
supertr2,statriv2.cpp,,1986,Status Games,good
supertr3,statriv2.cpp,,1988,Status Games,good
superwng,superwng.cpp,,1985,Wing,preliminary
supnudg2,coinmstr.cpp,,1989,Coinmaster,preliminary
suprbowl,by35.cpp,xsandos,1984,Bell Games,preliminary
suprglob,epos.cpp,,1983,Epos Corporation,good
suprgolf,suprgolf.cpp,,1989,Nasco,imperfect
suprheli,galaxian.cpp,scobra,1981,bootleg,good
suprleag,segas16b.cpp,,1987,Sega,good
suprloco,suprloco.cpp,,1982,Sega,good
suprlocoo,suprloco.cpp,suprloco,1982,Sega,good
suprmatk,missile.cpp,missile,1981,Atari / General Computer Corporation,good
suprmatkd,missile.cpp,missile,1981,Atari / General Computer Corporation,good
suprmous,thepit.cpp,,1982,Taito Corporation,good
suprmrio,vsnes.cpp,,1986,Nintendo,good
suprmrioa,vsnes.cpp,suprmrio,1986,Nintendo,good
suprmriobl,vsnes.cpp,suprmrio,1986,bootleg,preliminary
suprmriobl2,vsnes.cpp,suprmrio,1986,bootleg,preliminary
suprnova,gp_2.cpp,,1982,Game Plan,preliminary
suprpokr,gei.cpp,,1986,Grayhound Electronics,imperfect
suprpokra,gei.cpp,suprpokr,1986,Grayhound Electronics,imperfect
suprpokrb,gei.cpp,suprpokr,1986,Grayhound Electronics,imperfect
suprridr,suprridr.cpp,,1983,Taito Corporation (Venture Line license),imperfect
supxevs,vsnes.cpp,,1986,Namco,good
sureshop,taito.cpp,,1981,Taito do Brasil,preliminary
sureshot,smsmcorp.cpp,,1985,SMS Manufacturing Corp.,good
survival,phoenix.cpp,,1982,Rock-Ola,imperfect
sutapper,mcr.cpp,tapper,1983,Bally Midway,good
suzume,royalmah.cpp,,1986,Dyna Electronics,good
sv328n80,svi318.cpp,svi318,1983,Spectravideo,good
sv328p80,svi318.cpp,svi318,1983,Spectravideo,good
svi318,svi318.cpp,,1983,Spectravideo,good
svi318n,svi318.cpp,svi318,1983,Spectravideo,good
svi328,svi318.cpp,svi318,1983,Spectravideo,good
svi328n,svi318.cpp,svi318,1983,Spectravideo,good
svi603,coleco.cpp,coleco,1983,Spectravideo,good
svi728,msx.cpp,,1985,Spectravideo,good
svi738,msx.cpp,,1985,Spectravideo,good
svi738ar,msx.cpp,svi738,1983,Spectravideo,good
svi738dk,msx.cpp,svi738,1983,Spectravideo,good
svi738pl,msx.cpp,svi738,1983,Spectravideo,good
svi738sp,msx.cpp,svi738,1983,Spectravideo,good
svi738sw,msx.cpp,svi738,1983,Spectravideo,good
svolley,rpunch.cpp,,1989,V-System Co.,good
svolleyk,rpunch.cpp,svolley,1989,V-System Co.,good
svolleyu,rpunch.cpp,svolley,1989,V-System Co. (Data East license),good
swat,system1.cpp,,1984,Coreland / Sega,good
sweetgal,nightgal.cpp,sexygal,1985,Nichibutsu,preliminary
swimmer,cclimber.cpp,,1982,Tehkan,good
swimmera,cclimber.cpp,swimmer,1982,Tehkan,good
swimmerb,cclimber.cpp,swimmer,1982,Tehkan,good
swrds_l2,s11b.cpp,,1988,Williams,preliminary
swtpc09,swtpc09.cpp,,1980,SWTPC,good
swtpc09d3,swtpc09.cpp,swtpc09,1980,SWTPC,good
swtpc09i,swtpc09.cpp,swtpc09,1980,SWTPC,preliminary
swtpc09u,swtpc09.cpp,swtpc09,1980,SWTPC,good
swyft,swyft.cpp,,1985,Information Applicance Inc,preliminary
sx16,pc.cpp,ibm5150,1988,Sanyo,preliminary
sx64,c64.cpp,c64,1984,Commodore Business Machines,good
sx64p,c64.cpp,c64,1984,Commodore Business Machines,good
sxevious,galaga.cpp,xevious,1984,Namco,good
sxeviousj,galaga.cpp,xevious,1984,Namco,good
sys2900,sys2900.cpp,,1981,Systems Group,preliminary
sys80,trs80.cpp,trs80,1980,EACA Computers Ltd,good
syvalion,taito_h.cpp,,1988,Taito Corporation,good
syvalionp,taito_h.cpp,syvalion,1988,Taito Corporation,good
szaxxon,zaxxon.cpp,,1982,Sega,imperfect
szone_l2,s9.cpp,szone_l5,1984,Williams,preliminary
szone_l5,s9.cpp,,1984,Williams,preliminary
t1000hx,tandy1t.cpp,ibm5150,1987,Tandy Radio Shack,good
t1000rl,tandy1t.cpp,ibm5150,1989,Tandy Radio Shack,good
t1000sl2,tandy1t.cpp,ibm5150,1988,Tandy Radio Shack,good
t1000sx,tandy1t.cpp,ibm5150,1987,Tandy Radio Shack,good
t1000tl2,tandy1t.cpp,ibm5150,1989,Tandy Radio Shack,good
t1000tx,tandy1t.cpp,ibm5150,1987,Tandy Radio Shack,good
t9000,thomson.cpp,to7,1980,Thomson,good
tacscan,segag80v.cpp,,1982,Sega,imperfect
tactcian,rallyx.cpp,,1982,Konami (Sega license),good
tactcian2,rallyx.cpp,tactcian,1981,Konami (Sega license),good
tactix,hh_ucom4.cpp,,1980,Castle Toy,good
tadpc200,msx.cpp,dpc200,1983,Talent,good
tadpc20a,msx.cpp,dpc200,1983,Talent,good
tagteam,tagteam.cpp,bigprowr,1983,Technos Japan (Data East license),good
tagteamp,gts80b.cpp,,1985,Gottlieb,preliminary
tagteamp2,gts80b.cpp,tagteamp,1985,Gottlieb,preliminary
tahjong,royalmah.cpp,royalmj,1985,Bally Pond / Nasco,good
tail2nos,tail2nos.cpp,,1989,V-System Co.,good
taiwanmb,nbmj8891.cpp,,1988,Miki Syouji,good
talbot,champbas.cpp,,1982,Alpha Denshi Co. (Volt Electronics license),good
tandy102,kyocera.cpp,trsm100,1986,Tandy Radio Shack,good
tandy12,hh_tms1k.cpp,,1981,Tandy Radio Shack,good
tandy200,kyocera.cpp,,1984,Tandy Radio Shack,good
tandy2k,tandy2k.cpp,,1983,Tandy Radio Shack,preliminary
tandy2khd,tandy2k.cpp,tandy2k,1983,Tandy Radio Shack,preliminary
tankbatt,tankbatt.cpp,,1980,Namco,imperfect
tankbattb,tankbatt.cpp,tankbatt,1980,bootleg,imperfect
tankbust,tankbust.cpp,,1985,Valadon Automation,good
tanodr64,dragon.cpp,coco,1983,Dragon Data Ltd / Tano Ltd,good
tapper,mcr.cpp,,1983,Bally Midway,good
tappera,mcr.cpp,tapper,1983,Bally Midway,good
targ,exidy.cpp,,1980,Exidy,imperfect
targc,exidy.cpp,targ,1980,Exidy,imperfect
taxi_l3,s11b.cpp,taxi_l4,1988,Williams,preliminary
taxi_l4,s11b.cpp,,1988,Williams,preliminary
taxi_lg1,s11b.cpp,taxi_l4,1988,Williams,preliminary
taxidriv,taxidriv.cpp,,1984,Graphic Techno,imperfect
tazmani2,scobra.cpp,tazmania,1982,Stern Electronics,good
tazmania,galaxian.cpp,,1982,Stern Electronics,good
tazzmang,galaxold.cpp,tazmania,1982,bootleg,good
tazzmang2,galaxold.cpp,tazmania,1982,bootleg,good
tb303,tb303.cpp,,1982,Roland,preliminary
tbowl,tbowl.cpp,,1987,Tecmo,good
tbowlj,tbowl.cpp,tbowl,1987,Tecmo,good
tbowlp,tbowl.cpp,tbowl,1987,Tecmo,good
tc2048,timex.cpp,spectrum,1984,Timex of Portugal,good
tc4,hh_tms1k.cpp,,1981,Coleco,good
tcaveman,hh_ucom4.cpp,,1982,Tomy,good
tccombat,hh_ucom4.cpp,,1980,Tomy,good
tceptor,tceptor.cpp,,1986,Namco,good
tceptor2,tceptor.cpp,tceptor,1986,Namco,good
tdawg_l1,s11.cpp,,1987,Williams,preliminary
tdfever,snk.cpp,,1987,SNK,good
tdfever2,snk.cpp,tdfever,1988,SNK,good
tdfeverj,snk.cpp,tdfever,1987,SNK,good
tdpgal,galaxian.cpp,,1983,Design Labs / Thomas Automatics,good
tdv2324,tdv2324.cpp,,1983,Tandberg,preliminary
teamqb,leland.cpp,,1988,Leland Corp.,good
teamqb2,leland.cpp,teamqb,1988,Leland Corp.,good
tec1,tec1.cpp,,1984,Talking Electronics magazine,good
tecjmon,tec1.cpp,tec1,1984,Talking Electronics magazine,good
teddybb,system1.cpp,,1985,Sega,good
teddybbo,system1.cpp,teddybb,1985,Sega,good
teddybbobl,system1.cpp,teddybb,1985,bootleg,good
teedoff,tehkanwc.cpp,,1986,Tecmo,good
teetert,exidy.cpp,,1982,Exidy,good
tehkanwc,tehkanwc.cpp,,1985,Tehkan,good
tehkanwcb,tehkanwc.cpp,tehkanwc,1985,Tehkan,good
tehkanwcc,tehkanwc.cpp,tehkanwc,1985,bootleg,preliminary
tek4107a,tek410x.cpp,,1983,Tektronix,preliminary
tek4109a,tek410x.cpp,tek4107a,1983,Tektronix,preliminary
telmahjn,nbmj8891.cpp,,1988,Nichibutsu,good
telstrat,oric.cpp,oric1,1986,Tangerine,good
tempest,tempest.cpp,,1980,Atari,good
tempest1,tempest.cpp,tempest,1980,Atari,good
tempest1r,tempest.cpp,tempest,1980,Atari,good
tempest2,tempest.cpp,tempest,1980,Atari,good
tempest3,tempest.cpp,tempest,1980,Atari,good
temptube,tempest.cpp,tempest,1980,hack (Duncan Brown),good
tenpindx,astrocde.cpp,,1983,Dave Nutting Associates / Bally Midway,preliminary
tenspot,galaxian.cpp,,1982,Thomas Automatics,preliminary
tenup,guab.cpp,,1988,JPM,good
terracre,terracre.cpp,,1985,Nichibutsu,good
terracrea,terracre.cpp,terracre,1985,Nichibutsu,good
terracren,terracre.cpp,terracre,1985,Nichibutsu,good
terracreo,terracre.cpp,terracre,1985,Nichibutsu,good
terraf,armedf.cpp,,1987,Nichibutsu,good
terrafb,armedf.cpp,terraf,1987,bootleg,good
terrafj,armedf.cpp,terraf,1987,Nichibutsu Japan,good
terrafjb,armedf.cpp,terraf,1987,bootleg,good
terrafu,armedf.cpp,terraf,1987,Nichibutsu USA,good
tesa6240,c64.cpp,c64,1984,Tesa Etikett,good
tetris,segas16a.cpp,,1988,Sega,good
tetris1,segas16b.cpp,tetris,1988,Sega,good
tetris1d,segas16b.cpp,tetris,1988,bootleg,good
tetris2,segas16b.cpp,tetris,1988,Sega,good
tetris2d,segas16b.cpp,tetris,1988,bootleg,good
tetris3,segas16a.cpp,tetris,1988,Sega,good
tetris3d,segas16a.cpp,tetris,1988,bootleg,good
tetrisbl,system16.cpp,tetris,1988,bootleg,good
tetrisd,segas16a.cpp,tetris,1988,bootleg,good
tetrisse,segae.cpp,,1988,Sega,good
tetrist,taito_b.cpp,tetris,1988,Sega,good
tetrista,taito_b.cpp,tetris,1988,Sega,good
tetristh,taito_h.cpp,tetris,1988,Sega,good
tg16,pce.cpp,pce,1989,Nippon Electronic Company,imperfect
tharrier,nmk16.cpp,,1989,UPL,good
tharrieru,nmk16.cpp,tharrier,1989,UPL (American Sammy license),good
thayers,thayers.cpp,,1984,RDI Video Systems,preliminary
thayersa,thayers.cpp,thayers,1984,RDI Video Systems,preliminary
thedeep,thedeep.cpp,,1987,Wood Place Inc.,good
theend,galaxian.cpp,,1980,Konami,good
theendb,galaxian.cpp,theend,1980,bootleg?,preliminary
theends,galaxian.cpp,theend,1980,Konami (Stern Electronics license),good
thegames,gts80a.cpp,,1984,Gottlieb,preliminary
theglob,epos.cpp,suprglob,1983,Epos Corporation,good
theglob2,epos.cpp,suprglob,1983,Epos Corporation,good
theglob3,epos.cpp,suprglob,1983,Epos Corporation,good
theglobp,pacman.cpp,suprglob,1983,Epos Corporation,good
thehand,gotya.cpp,,1981,T.I.C.,imperfect
thehustl,battlnts.cpp,rackemup,1987,Konami,good
thehustlj,battlnts.cpp,rackemup,1987,Konami,good
themj,rmhaihai.cpp,,1987,Visco,good
thepit,thepit.cpp,,1982,Zilec Electronics,good
thepitj,thepit.cpp,thepit,1982,Zilec Electronics (Taito license),good
thepitu1,thepit.cpp,thepit,1982,Zilec Electronics (Centuri license),good
thepitu2,thepit.cpp,thepit,1982,Zilec Electronics (Centuri license),good
theraid,play_5.cpp,,1984,Playmatic,preliminary
thetogyu,system1.cpp,bullfgt,1984,Coreland / Sega,good
thief,thief.cpp,,1981,Pacific Novelty,good
thndrbld,segaxbd.cpp,,1987,Sega,good
thndrbld1,segaxbd.cpp,thndrbld,1987,Sega,good
thndrbldd,segaxbd.cpp,thndrbld,1987,Sega,good
threeds,pastelg.cpp,,1985,Nichibutsu,good
thund_p1,s7.cpp,,1982,Williams,preliminary
thund_p2,s7.cpp,thund_p1,1982,Williams,preliminary
thund_p3,s7.cpp,thund_p1,1982,Williams,preliminary
thunderx,thunderx.cpp,,1988,Konami,good
thunderxa,thunderx.cpp,thunderx,1988,Konami,good
thunderxb,thunderx.cpp,thunderx,1988,Konami,good
thunderxj,thunderx.cpp,thunderx,1988,Konami,good
ti74,ti74.cpp,,1985,Texas Instruments,good
ti95,ti74.cpp,,1986,Texas Instruments,good
ti99_224,ti99_2.cpp,,1983,Texas Instruments,preliminary
ti99_232,ti99_2.cpp,ti99_224,1983,Texas Instruments,preliminary
ti99_4a,ti99_4x.cpp,,1981,Texas Instruments,good
ti99_4ae,ti99_4x.cpp,ti99_4a,1981,Texas Instruments,good
ti99_4e,ti99_4x.cpp,ti99_4,1980,Texas Instruments,good
ti99_4qe,ti99_4x.cpp,ti99_4qi,1983,Texas Instruments,good
ti99_4qi,ti99_4x.cpp,,1983,Texas Instruments,good
ti99_8,ti99_8.cpp,,1983,Texas Instruments,good
ti99_8e,ti99_8.cpp,ti99_8,1983,Texas Instruments,good
tictac,merit.cpp,,1985,Merit,good
tictacv,merit.cpp,tictac,1985,Merit,good
tigerh,slapfght.cpp,,1985,Toaplan / Taito America Corp.,good
tigerhb1,slapfght.cpp,tigerh,1985,bootleg,good
tigerhb2,slapfght.cpp,tigerh,1985,bootleg,good
tigerhb3,slapfght.cpp,tigerh,1985,bootleg,good
tigerhj,slapfght.cpp,tigerh,1985,Toaplan / Taito,good
tigeroad,tigeroad.cpp,,1987,Capcom,good
tigeroadb,tigeroad.cpp,tigeroad,1987,bootleg,good
tigeroadu,tigeroad.cpp,tigeroad,1987,Capcom (Romstar license),good
tigerrag,by35.cpp,kosteel,1984,Bell Games,preliminary
tiki100,tiki100.cpp,kontiki,1984,Tiki Data A/S,good
tim011,tim011.cpp,,1987,Mihajlo Pupin Institute,preliminary
tim100,tim100.cpp,,1985,Mihajlo Pupin Institute,preliminary
timber,mcr.cpp,,1984,Bally Midway,good
timelimt,timelimt.cpp,,1983,Chuo Co. Ltd,imperfect
timeline,gts80.cpp,,1980,Gottlieb,preliminary
timeplt,timeplt.cpp,,1982,Konami,good
timeplta,timeplt.cpp,timeplt,1982,Konami (Atari license),good
timepltc,timeplt.cpp,timeplt,1982,Konami (Centuri license),good
timescan,segas16b.cpp,,1987,Sega,good
timescan1,segas16a.cpp,timescan,1987,Sega,good
timesold,alpha68k.cpp,,1987,Alpha Denshi Co. (SNK/Romstar license),good
timesold1,alpha68k.cpp,timesold,1987,Alpha Denshi Co. (SNK/Romstar license),good
timetunl,taitosj.cpp,,1982,Taito Corporation,good
tinstar,taitosj.cpp,,1983,Taito Corporation,good
tinstar2,taitosj.cpp,tinstar,1983,Taito Corporation,good
tiptop,zaxxon.cpp,congo,1983,Sega,imperfect
tisland,btime.cpp,,1981,Data East Corporation,preliminary
titan,taito.cpp,,1982,Taito do Brasil,preliminary
titan1,taito.cpp,titan,1982,Taito do Brasil,preliminary
tk2000,tk2000.cpp,,1984,Microdigital,preliminary
tk3000,apple2e.cpp,apple2c,1986,Microdigital,good
tk80bs,tk80bs.cpp,tk80,1980,Nippon Electronic Company,preliminary
tk85,zx.cpp,zx81,1983,Microdigital,preliminary
tk90x,spectrum.cpp,spectrum,1985,Micro Digital,good
tk95,spectrum.cpp,spectrum,1986,Micro Digital,good
tknight,gaiden.cpp,wildfang,1989,Tecmo,good
tkoboxng,vsnes.cpp,,1987,Namco / Data East USA,good
tmac_a18,de_2.cpp,tmac_a24,1988,Data East,preliminary
tmac_a24,de_2.cpp,,1988,Data East,preliminary
tmachzac,zac_2.cpp,,1983,Zaccaria,preliminary
tmachzacf,zac_2.cpp,tmachzac,1983,Zaccaria,preliminary
tmachzacg,zac_2.cpp,tmachzac,1983,Zaccaria,preliminary
tmc2000,tmc1800.cpp,,1980,Telercas Oy,good
tmc2000e,tmc2000e.cpp,,1980,Telercas Oy,preliminary
tmc600s2,tmc600.cpp,,1982,Telercas Oy,imperfect
tmfnt_l5,s7.cpp,,1982,Williams,preliminary
tmht,tmnt.cpp,tmnt,1989,Konami,good
tmht2p,tmnt.cpp,tmnt,1989,Konami,good
tmht2pa,tmnt.cpp,tmnt,1989,Konami,good
tmhta,tmnt.cpp,tmnt,1989,Konami,good
tmhtb,tmnt.cpp,tmnt,1989,Konami,good
tmnt,tmnt.cpp,,1989,Konami,good
tmnt2po,tmnt.cpp,tmnt,1989,Konami,good
tmntu,tmnt.cpp,tmnt,1989,Konami,good
tmntua,tmnt.cpp,tmnt,1989,Konami,good
tmpacman,hh_ucom4.cpp,,1982,Tomy,good
tmscramb,hh_ucom4.cpp,,1982,Tomy,good
tmtennis,hh_ucom4.cpp,,1980,Tomy,good
tmtron,hh_hmcs40.cpp,,1984,Tomy,good
tndrcade,seta.cpp,,1987,Seta (Taito license),good
tndrcadej,seta.cpp,tndrcade,1987,Seta (Taito license),good
tnextspc,alpha68k.cpp,,1989,SNK,good
tnextspc2,alpha68k.cpp,tnextspc,1989,SNK,good
tnextspcj,alpha68k.cpp,tnextspc,1989,SNK (Pasadena International Corp. license),good
tnk3,snk.cpp,,1985,SNK,good
tnk3j,snk.cpp,tnk3,1985,SNK,good
tntell,tispeak.cpp,,1981,Texas Instruments,imperfect
tntellfr,tispeak.cpp,tntell,1981,Texas Instruments,imperfect
tntellp,tispeak.cpp,tntell,1980,Texas Instruments,preliminary
tntelluk,tispeak.cpp,tntell,1981,Texas Instruments,imperfect
tnzs,tnzs.cpp,,1988,Taito Corporation Japan,good
tnzsj,tnzs.cpp,tnzs,1988,Taito Corporation,good
tnzsjo,tnzs.cpp,tnzs,1988,Taito Corporation,good
tnzso,tnzs.cpp,tnzs,1988,Taito Corporation Japan,good
tnzsop,tnzs.cpp,tnzs,1988,Taito Corporation Japan,good
to7,thomson.cpp,,1982,Thomson,good
to770,thomson.cpp,,1984,Thomson,good
to770a,thomson.cpp,to770,1984,Thomson,good
to8,thomson.cpp,,1986,Thomson,good
to8d,thomson.cpp,to8,1987,Thomson,good
to9,thomson.cpp,,1985,Thomson,imperfect
to9p,thomson.cpp,,1986,Thomson,good
todruaga,mappy.cpp,,1984,Namco,good
todruagao,mappy.cpp,todruaga,1984,Namco,good
todruagas,mappy.cpp,todruaga,1984,bootleg? (Sidam),good
togenkyo,nbmj8900.cpp,,1989,Nichibutsu,good
toggle,balsente.cpp,,1985,Bally/Sente,good
toki,toki.cpp,,1989,TAD Corporation,good
tokia,toki.cpp,toki,1989,TAD Corporation,good
tokimbsj,nbmj8991.cpp,tokyogal,1989,Nichibutsu,good
tokio,bublbobl.cpp,,1986,Taito Corporation,preliminary
tokiob,bublbobl.cpp,tokio,1986,bootleg,good
tokioo,bublbobl.cpp,tokio,1986,Taito Corporation,preliminary
tokiou,bublbobl.cpp,tokio,1986,Taito America Corporation (Romstar license),preliminary
tokisens,system1.cpp,,1987,Sega,good
tokiu,toki.cpp,toki,1989,TAD Corporation (Fabtek license),good
tokiua,toki.cpp,toki,1989,TAD Corporation (Fabtek license),good
tokyogal,nbmj8991.cpp,,1989,Nichibutsu,good
tomahawk,astrof.cpp,,1980,Data East,imperfect
tomahawk1,astrof.cpp,tomahawk,1980,Data East,imperfect
tomcat,tomcat.cpp,,1985,Atari,good
tomcatsw,starwars.cpp,tomcat,1983,Atari,preliminary
tonto,ql.cpp,,1984,British Telecom Business Systems,preliminary
tontonb,royalmah.cpp,,1987,Dynax,good
toobin,toobin.cpp,,1988,Atari Games,good
toobin1,toobin.cpp,toobin,1988,Atari Games,good
toobin2,toobin.cpp,toobin,1988,Atari Games,good
toobin2e,toobin.cpp,toobin,1988,Atari Games,good
toobine,toobin.cpp,toobin,1988,Atari Games,good
toobing,toobin.cpp,toobin,1988,Atari Games,good
topgun,vsnes.cpp,,1987,Konami,good
topgunbl,jackal.cpp,jackal,1986,bootleg,good
topgunnr,vertigo.cpp,,1986,Exidy,good
topgunr,jackal.cpp,jackal,1986,Konami,good
topland,taitoair.cpp,,1988,Taito Corporation Japan,imperfect
toppin,by35.cpp,,1988,Nuova Bell Games,preliminary
topracer,polepos.cpp,polepos,1984,bootleg,good
topracera,polepos.cpp,polepos,1983,bootleg,good
topracern,polepos.cpp,polepos,1982,bootleg,good
toprollr,cclimber.cpp,,1983,Jaleco,imperfect
topsecex,exidy440.cpp,,1986,Exidy,good
topsecrt,bionicc.cpp,bionicc,1987,Capcom,good
topspeed,topspeed.cpp,,1987,Taito Corporation Japan,good
topspeedu,topspeed.cpp,topspeed,1987,Taito America Corporation (Romstar license),good
toramich,tigeroad.cpp,tigeroad,1987,Capcom,good
toratora,toratora.cpp,,1980,Game Plan,preliminary
toratorab,toratora.cpp,toratora,1980,Game Plan,preliminary
torch,gts1.cpp,,1980,Gottlieb,preliminary
torchf,bbc.cpp,bbcb,1982,Torch,preliminary
torchh10,bbc.cpp,bbcb,1982,Torch,preliminary
torchh21,bbc.cpp,bbcb,1982,Torch,preliminary
tornado1,williams.cpp,defender,1980,bootleg (Jeutel),good
tornado2,williams.cpp,defender,1980,bootleg (Jeutel),preliminary
torp_e21,de_2.cpp,,1988,Data East,preliminary
touchdn,gts80a.cpp,,1984,Gottlieb,preliminary
toutrun,segaorun.cpp,,1989,Sega,good
toutrun1,segaorun.cpp,toutrun,1989,Sega,good
toutrun2,segaorun.cpp,toutrun,1989,Sega,good
toutrun2d,segaorun.cpp,toutrun,1989,bootleg,good
toutrun3,segaorun.cpp,toutrun,1989,Sega,good
toutrun3d,segaorun.cpp,toutrun,1989,bootleg,good
toutrund,segaorun.cpp,toutrun,1989,bootleg,good
toutrunj,segaorun.cpp,toutrun,1989,Sega,good
toutrunj1,segaorun.cpp,toutrun,1989,Sega,good
toutrunj1d,segaorun.cpp,toutrun,1989,bootleg,good
toutrunjd,segaorun.cpp,toutrun,1989,bootleg,good
toypop,toypop.cpp,,1986,Namco,good
tp84,tp84.cpp,,1984,Konami,good
tp84a,tp84.cpp,tp84,1984,Konami,good
tp84b,tp84.cpp,tp84,1984,Konami,good
tpc310,msx.cpp,,1986,Talent,good
trackfld,trackfld.cpp,,1983,Konami,good
trackfldc,trackfld.cpp,trackfld,1983,Konami (Centuri license),good
trackfldnz,trackfld.cpp,trackfld,1982,bootleg? (Goldberg Enterprizes Inc.),good
trailblz,coinmstr.cpp,,1987,Coinmaster,preliminary
trailer,play_5.cpp,,1985,Playmatic,preliminary
tranqgun,vicdual.cpp,,1980,Sega,preliminary
transfrm,segae.cpp,,1986,Sega,good
travrusa,travrusa.cpp,,1983,Irem,good
travrusab,travrusa.cpp,travrusa,1983,bootleg (I.P.),good
trckydoc,sauro.cpp,,1987,Tecfri,good
trckydoca,sauro.cpp,trckydoc,1987,Tecfri,good
treahunt,jack.cpp,jack,1982,Hara Industries,good
tricep,tricep.cpp,,1985,Morrow Designs,preliminary
tricktrp,labyrunr.cpp,,1987,Konami,good
triothep,actfancr.cpp,,1989,Data East Corporation,good
triothepj,actfancr.cpp,triothep,1989,Data East Corporation,good
tripdraw,statriv2.cpp,,1981,Status Games,preliminary
triplay,gts80b.cpp,,1985,Gottlieb,preliminary
triplep,scramble.cpp,,1982,K.K. International,good
triplepa,scramble.cpp,triplep,1982,K.K. International,good
triplew1,nbmj8991.cpp,,1989,Nichibutsu,good
tripool,jack.cpp,,1981,Noma (Casino Tech license),imperfect
tripoola,jack.cpp,tripool,1981,Noma (Costal Games license),imperfect
trisport,mcr68.cpp,,1989,Bally Midway,good
trivia12,balsente.cpp,triviag1,1984,Bally/Sente,good
triviabb,balsente.cpp,,1984,Bally/Sente,good
triviaes,balsente.cpp,,1987,Bally/Sente,good
triviag1,balsente.cpp,,1984,Bally/Sente,good
triviag2,balsente.cpp,,1984,Bally/Sente,good
triviasp,balsente.cpp,,1984,Bally/Sente,good
triviayp,balsente.cpp,,1984,Bally/Sente,good
trivquiz,statriv2.cpp,,1984,Status Games,good
troangel,m57.cpp,,1983,Irem,good
trojan,lwings.cpp,,1986,Capcom,good
trojana,lwings.cpp,trojan,1986,Capcom,good
trojanb,lwings.cpp,trojan,1986,bootleg,good
trojanj,lwings.cpp,trojan,1986,Capcom,good
trojanr,lwings.cpp,trojan,1986,Capcom (Romstar license),good
tron,mcr.cpp,,1982,Bally Midway,good
tron2,mcr.cpp,tron,1982,Bally Midway,good
tron3,mcr.cpp,tron,1982,Bally Midway,good
tron4,mcr.cpp,tron,1982,Bally Midway,good
tronger,mcr.cpp,tron,1982,Bally Midway,good
trs80m16,trs80m2.cpp,trs80m2,1982,Tandy Radio Shack,preliminary
trs80m3,trs80.cpp,trs80,1980,Tandy Radio Shack,good
trs80m4,trs80.cpp,trs80,1980,Tandy Radio Shack,good
trs80m4p,trs80.cpp,trs80,1983,Tandy Radio Shack,good
trs80pc3,pocketc.cpp,pc1250,1983,Tandy Radio Shack,preliminary
trsm100,kyocera.cpp,,1983,Tandy Radio Shack,good
trucksp2,by6803.cpp,trucksp3,1988,Bally,preliminary
trucksp3,by6803.cpp,,1988,Bally,preliminary
truxton,toaplan1.cpp,,1988,Toaplan / Taito Corporation,good
trvchlng,galaxold.cpp,,1985,Joyland (Senko license),preliminary
trvgns,naughtyb.cpp,trvmstr,1985,bootleg,good
trvhang,smsmcorp.cpp,,1984,SMS Manufacturing Corp.,good
trvhanga,smsmcorp.cpp,,1984,SMS Manufacturing Corp.,preliminary
trvmadns,trvmadns.cpp,,1985,Thunderhead Inc.,preliminary
trvmadnsa,trvmadns.cpp,trvmadns,1985,Thunderhead Inc.,preliminary
trvmstr,naughtyb.cpp,,1985,Enerdyne Technologies Inc.,good
trvmstra,naughtyb.cpp,trvmstr,1985,Enerdyne Technologies Inc.,good
trvmstrb,naughtyb.cpp,trvmstr,1985,Enerdyne Technologies Inc.,good
trvmstrc,naughtyb.cpp,trvmstr,1985,Enerdyne Technologies Inc.,good
trvquest,trvquest.cpp,,1984,Sunn / Techstar,good
trvwz2,merit.cpp,,1985,Merit,good
trvwz2a,merit.cpp,trvwz2,1985,Merit,good
trvwz3h,merit.cpp,,1985,Merit,good
trvwz3ha,merit.cpp,trvwz3h,1985,Merit,good
trvwz3v,merit.cpp,trvwz3h,1985,Merit,good
trvwz4,merit.cpp,,1985,Merit,good
trvwz4a,merit.cpp,trvwz4,1985,Merit,good
trvwzh,merit.cpp,,1985,Merit,good
trvwzha,merit.cpp,trvwzh,1985,Merit,good
trvwzhb,merit.cpp,trvwzh,1985,Merit,good
trvwzv,merit.cpp,trvwzh,1985,Merit,good
tryout,tryout.cpp,,1985,Data East Corporation,good
ts1000,zx.cpp,zx81,1982,Timex Sinclair,preliminary
