name,sourcefile,cloneof,year,manufacturer,description,status
tahjong,royalmah.cpp,royalmj,1985,Bally Pond / Nasco,Tahjong Yakitori (ver. 2-1),good
taiko10,namcops2.cpp,,2007,Namco,Taiko No Tatsujin 10 (T101001-NA-A),preliminary
taiko7,namcops2.cpp,,2005,Namco,Taiko No Tatsujin 7 (TK71-NA-A),preliminary
taiko8,namcops2.cpp,,2006,Namco,Taiko No Tatsujin 8 (TK8100-1-NA-A),preliminary
taiko9,namcops2.cpp,,2006,Namco,Taiko No Tatsujin 9 (TK91001-NA-A),preliminary
tail2nos,tail2nos.cpp,,1989,V-System Co.,Tail to Nose - Great Championship,good
tailg,cinemat.cpp,,1979,Cinematronics,Tailgunner,imperfect
taitest,taito.cpp,,198?,Taito do Brasil,Taito Test Fixture,preliminary
taitofx1,zn.cpp,,1995,Taito,Taito FX1,good
taitogn,taitogn.cpp,,1997,Taito,Taito GNET,good
taitons1,xavix.cpp,,2006,Bandai / SSD Company LTD / Taito,Let's! TV Play Classic - Taito Nostalgia 1,preliminary
taitotz,taitotz.cpp,,1999,Taito,Type Zero BIOS,preliminary
taiwanmb,nbmj8891.cpp,,1988,Miki Syouji,Taiwan Mahjong [BET] (Japan 881208),good
tajmah,atronic.cpp,,2002,Atronic,Tajmahal (Russia) (Atronic),preliminary
take5,fungames.cpp,,1975,Fun Games,Take 5 [TTL],preliminary
takefive,allied.cpp,,1978,Allied Leisure,Take Five,preliminary
takoron,naomi.cpp,,2006,Compile,Noukone Puzzle Takoron (GDL-0042),preliminary
talbot,champbas.cpp,,1982,Alpha Denshi Co. (Volt Electronics license),Talbot,good
tama,tamag1.cpp,,1997,Bandai,Tamagotchi (USA),good
tandy102,kyocera.cpp,trsm100,1986,Tandy Radio Shack,Tandy 102,good
tandy12,hh_tms1k.cpp,,1981,Tandy Radio Shack,Tandy-12: Computerized Arcade,good
tandy200,kyocera.cpp,,1984,Tandy Radio Shack,Tandy 200,good
tandy2k,tandy2k.cpp,,1983,Tandy Radio Shack,Tandy 2000,preliminary
tandy2khd,tandy2k.cpp,tandy2k,1983,Tandy Radio Shack,Tandy 2000HD,preliminary
tangtang,esd16.cpp,,2000,ESD,"Tang Tang (ver. 0526, 26/05/2000)",good
tank,atarittl.cpp,,1974,Atari/Kee,Tank/Tank Cocktail [TTL],preliminary
tank8,tank8.cpp,,1976,Atari (Kee Games),Tank 8 (set 1),good
tank8a,tank8.cpp,tank8,1976,Atari (Kee Games),Tank 8 (set 2),preliminary
tank8b,tank8.cpp,tank8,1976,Atari (Kee Games),Tank 8 (set 3),preliminary
tank8c,tank8.cpp,tank8,1976,Atari (Kee Games),Tank 8 (set 4),preliminary
tank8d,tank8.cpp,tank8,1976,Atari (Kee Games),Tank 8 (set 5),preliminary
tankbatl,micro3d.cpp,,1992,Microprose Games Inc.,Tank Battle (prototype rev. 4/21/92),imperfect
tankbatt,tankbatt.cpp,,1980,Namco,Tank Battalion,imperfect
tankbattb,tankbatt.cpp,tankbatt,1980,bootleg,Tank Battalion (bootleg),imperfect
tankbust,tankbust.cpp,,1985,Valadon Automation,Tank Busters,good
tankfrce,namcos1.cpp,,1991,Namco,"Tank Force (US, 2 Player)",good
tankfrce4,namcos1.cpp,tankfrce,1991,Namco,"Tank Force (US, 4 Player)",good
tankfrcej,namcos1.cpp,tankfrce,1991,Namco,Tank Force (Japan),good
tankii,atarittl.cpp,,1975,Atari/Kee,Tank II [TTL],preliminary
tanodr64,dragon.cpp,coco,1983,Dragon Data Ltd / Tano Ltd,Tano Dragon 64 (NTSC),good
tantr,segac2.cpp,,1992,Sega,Puzzle & Action: Tant-R (Japan),good
tantrbl,segac2.cpp,tantr,1992,bootleg,Puzzle & Action: Tant-R (Japan) (bootleg set 1),good
tantrbl2,segac2.cpp,tantr,1994,bootleg,Puzzle & Action: Tant-R (Japan) (bootleg set 2),good
tantrbl3,segac2.cpp,tantr,1994,bootleg,Puzzle & Action: Tant-R (Japan) (bootleg set 3),good
tantrkor,segac2.cpp,tantr,1993,Sega,Puzzle & Action: Tant-R (Korea),good
taotaido,taotaido.cpp,,1993,Video System Co.,Tao Taido (2 button version),good
taotaido3,taotaido.cpp,taotaido,1993,Video System Co.,Tao Taido (2/3 button version),good
taotaidoa,taotaido.cpp,taotaido,1993,Video System Co.,Tao Taido (6 button version),good
tapatune,tapatune.cpp,,1994,Moloney Manufacturing Inc. / Creative Electronics and Software,Tap a Tune,good
tapper,mcr.cpp,,1983,Bally Midway,"Tapper (Budweiser, set 1)",good
tappera,mcr.cpp,tapper,1983,Bally Midway,"Tapper (Budweiser, set 2)",good
targ,exidy.cpp,,1980,Exidy,Targ,imperfect
targc,exidy.cpp,targ,1980,Exidy,Targ (cocktail?),imperfect
targeth,targeth.cpp,,1994,Gaelco,Target Hits (ver 1.1),preliminary
targetha,targeth.cpp,targeth,1994,Gaelco,Target Hits (ver 1.0),preliminary
tarzan,igs017.cpp,,1999?,IGS,Tarzan (V109C),preliminary
tarzana,igs017.cpp,tarzan,1999?,IGS,Tarzan (V107),preliminary
tattack,tattack.cpp,,198?,Shonan,Time Attacker,preliminary
tattass,deco32.cpp,,1994,Data East Pinball,Tattoo Assassins (US prototype),imperfect
tattassa,deco32.cpp,tattass,1994,Data East Pinball,Tattoo Assassins (Asia prototype),imperfect
taurs_l1,s4.cpp,,1979,Williams,Taurus (Shuffle) (L-1),preliminary
taxi_l3,s11b.cpp,taxi_l4,1988,Williams,Taxi (Marilyn) (L-3),preliminary
taxi_l4,s11b.cpp,,1988,Williams,Taxi (Lola) (L-4),preliminary
taxi_lg1,s11b.cpp,taxi_l4,1988,Williams,Taxi (Marilyn) (L-1) Germany,preliminary
taxidriv,taxidriv.cpp,,1984,Graphic Techno,Taxi Driver,imperfect
tazmani2,scobra.cpp,tazmania,1982,Stern Electronics,"Tazz-Mania (set 2, alt hardware)",good
tazmania,galaxian.cpp,,1982,Stern Electronics,Tazz-Mania (set 1),good
tazzmang,galaxold.cpp,tazmania,1982,bootleg,Tazz-Mania (bootleg on Galaxian hardware),good
tazzmang2,galaxold.cpp,tazmania,1982,bootleg,Tazz-Mania (bootleg on Galaxian hardware with Starfield),good
tb303,tb303.cpp,,1982,Roland,TB-303,preliminary
tbbympt3,arcadia.cpp,intmpt03,198?,Tobby,Tobby MPT-03,imperfect
tbeastw2,sigmab98.cpp,,1998,Sigma / Transformer Production Company / Takara,Transformers Beast Wars II,good
tblkkuzu,zn.cpp,,2000,Tamsoft / D3 Publisher,The Block Kuzushi (Japan),imperfect
tbowl,tbowl.cpp,,1987,Tecmo,Tecmo Bowl (World),good
tbowlj,tbowl.cpp,tbowl,1987,Tecmo,Tecmo Bowl (Japan),good
tbowlp,tbowl.cpp,tbowl,1987,Tecmo,"Tecmo Bowl (World, prototype?)",good
tbreakup,hh_tms1k.cpp,,1979,Tomy,Break Up (Tomy),good
tbyahhoo,konamigx.cpp,,1995,Konami,Twin Bee Yahhoo! (ver JAA),imperfect
tc2048,timex.cpp,spectrum,1984,Timex of Portugal,TC-2048,good
tc4,hh_tms1k.cpp,,1981,Coleco,Total Control 4,good
tcaveman,hh_ucom4.cpp,,1982,Tomy,Caveman (Tomy),good
tccombat,hh_ucom4.cpp,,1980,Tomy,Cosmic Combat,good
tccosmos,arcadia.cpp,arcadia,198?,Mobilar?,Tele-Computer Cosmos,imperfect
tceptor,tceptor.cpp,,1986,Namco,Thunder Ceptor,good
tceptor2,tceptor.cpp,tceptor,1986,Namco,Thunder Ceptor II,good
tcfboxa,triforce.cpp,,2006,Sega,Triforce Firmware Update For Compact Flash Box (Rev A) (GDT-0022A),preliminary
tcl,tcl.cpp,,1995,Uniwang,Taiwan Chess Legend,preliminary
tcobra2,taito_f3.cpp,,1995,Taito Corporation Japan,Twin Cobra II (Ver 2.1O 1995/11/30),good
tcobra2u,taito_f3.cpp,tcobra2,1995,Taito America Corporation,Twin Cobra II (Ver 2.1A 1995/11/30),good
tdawg_l1,s11.cpp,,1987,Williams,Top Dawg (Shuffle) (L-1),preliminary
tdfever,snk.cpp,,1987,SNK,TouchDown Fever (US),good
tdfever2,snk.cpp,tdfever,1988,SNK,TouchDown Fever 2,good
tdfeverj,snk.cpp,tdfever,1987,SNK,TouchDown Fever (Japan),good
tdoboon,sigmab98.cpp,,2000,Sammy,Taihou de Doboon,good
tdpgal,galaxian.cpp,,1983,Design Labs / Thomas Automatics,Triple Draw Poker,good
tdragon,nmk16.cpp,,1991,NMK (Tecmo license),"Thunder Dragon (8th Jan. 1992, unprotected)",good
tdragon1,nmk16.cpp,tdragon,1991,NMK (Tecmo license),"Thunder Dragon (4th Jun. 1991, protected)",preliminary
tdragon2,nmk16.cpp,,1993,NMK,Thunder Dragon 2 (9th Nov. 1993),good
tdragon2a,nmk16.cpp,tdragon2,1993,NMK,Thunder Dragon 2 (1st Oct. 1993),good
tdragonb,nmk16.cpp,tdragon,1991,bootleg,Thunder Dragon (bootleg),good
tduno,naomi.cpp,,1999,Sega,Touch de Uno! / Unou Nouryoku Check Machine,preliminary
tduno2,naomi.cpp,,2000,Sega,Touch de Uno! 2,preliminary
tdv2324,tdv2324.cpp,,1983,Tandberg,TDV 2324,preliminary
te0144,itgambl2.cpp,,2001,<unknown>,Puzzle Bobble (Italian Gambling Game),preliminary
teamqb,leland.cpp,,1988,Leland Corp.,John Elway's Team Quarterback (set 1),good
teamqb2,leland.cpp,teamqb,1988,Leland Corp.,John Elway's Team Quarterback (set 2),good
tec1,tec1.cpp,,1984,Talking Electronics magazine,TEC-1,good
techbowl,stv.cpp,,1997,Sega,Technical Bowling (J 971212 V1.000),preliminary
technodr,namcos12.cpp,,1998,Namco,"Techno Drive (Japan, TD2/VER.B)",preliminary
techromn,zn.cpp,,1998,Capcom,Tech Romancer (Euro 980914),imperfect
techromnu,zn.cpp,techromn,1998,Capcom,Tech Romancer (USA 980914),imperfect
tecjmon,tec1.cpp,tec1,1984,Talking Electronics magazine,TEC-1A with JMON,good
tecmowcm,zn.cpp,,2000,Tecmo,Tecmo World Cup Millennium (Japan),imperfect
tecnbras,tecnbras.cpp,,200?,Tecnbras,Dot Matrix Display (70x7 pixels),preliminary
teddybb,system1.cpp,,1985,Sega,"TeddyBoy Blues (315-5115, New Ver.)",good
teddybbo,system1.cpp,teddybb,1985,Sega,"TeddyBoy Blues (315-5115, Old Ver.)",good
teddybbobl,system1.cpp,teddybb,1985,bootleg,TeddyBoy Blues (Old Ver. bootleg),good
teedoff,tehkanwc.cpp,,1986,Tecmo,Tee'd Off (Japan),good
teedoffp,gts3a.cpp,,1993,Gottlieb,Tee'd Off,preliminary
teedoffp1,gts3a.cpp,teedoffp,1993,Gottlieb,Tee'd Off (rev.1),preliminary
teedoffp3,gts3a.cpp,teedoffp,1993,Gottlieb,Tee'd Off (rev.3),preliminary
teetert,exidy.cpp,,1982,Exidy,Teeter Torture (prototype),good
tehkanwc,tehkanwc.cpp,,1985,Tehkan,Tehkan World Cup (set 1),good
tehkanwcb,tehkanwc.cpp,tehkanwc,1985,Tehkan,"Tehkan World Cup (set 2, bootleg?)",good
tehkanwcc,tehkanwc.cpp,tehkanwc,1985,bootleg,"Tehkan World Cup (set 3, bootleg)",preliminary
tek4051,tek405x.cpp,,1975,Tektronix,Tektronix 4051,preliminary
tek4052a,tek405x.cpp,tek4051,1978,Tektronix,Tektronix 4052A,preliminary
tek4107a,tek410x.cpp,,1983,Tektronix,Tektronix 4107A,preliminary
tek4109a,tek410x.cpp,tek4107a,1983,Tektronix,Tektronix 4109A,preliminary
tekipaki,toaplan2.cpp,,1991,Toaplan,Teki Paki,preliminary
tekken,namcos11.cpp,,1994,Namco,"Tekken (World, TE4/VER.C)",imperfect
tekken2,namcos11.cpp,,1996,Namco,"Tekken 2 Ver.B (US, TES3/VER.D)",imperfect
tekken2aa,namcos11.cpp,tekken2,1995,Namco,"Tekken 2 (Asia, TES2/VER.A)",imperfect
tekken2ab,namcos11.cpp,tekken2,1995,Namco,"Tekken 2 Ver.B (Asia, TES2/VER.B)",imperfect
tekken2jb,namcos11.cpp,tekken2,1995,Namco,"Tekken 2 Ver.B (Japan, TES1/VER.B)",imperfect
tekken2jc,namcos11.cpp,tekken2,1995,Namco,"Tekken 2 Ver.B (Japan, TES1/VER.C)",imperfect
tekken2ub,namcos11.cpp,tekken2,1995,Namco,"Tekken 2 Ver.B (US, TES3/VER.B)",imperfect
tekken3,namcos12.cpp,,1996,Namco,"Tekken 3 (Japan, TET1/VER.E1)",imperfect
tekken3aa,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (Asia, TET2/VER.A)",imperfect
tekken3ab,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (Asia, TET2/VER.B)",imperfect
tekken3ae,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (Asia, TET2/VER.E1)",imperfect
tekken3ja,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (Japan, TET1/VER.A)",imperfect
tekken3ua,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (US, TET3/VER.A)",imperfect
tekken3ud,namcos12.cpp,tekken3,1996,Namco,"Tekken 3 (US, TET3/VER.D)",imperfect
tekken4,namcops2.cpp,,2002,Namco,Tekken 4 (TEF3 Ver. C),preliminary
tekken4a,namcops2.cpp,tekken4,2002,Namco,Tekken 4 (TEF2 Ver. A),preliminary
tekken4b,namcops2.cpp,tekken4,2002,Namco,Tekken 4 (TEF1 Ver. A),preliminary
tekken4c,namcops2.cpp,tekken4,2002,Namco,Tekken 4 (TEF1 Ver. C),preliminary
tekken51,namcops2.cpp,,2005,Namco,Tekken 5.1 (TE51 Ver. B),preliminary
tekken51b,namcops2.cpp,tekken51,2005,Namco,Tekken 5.1 (TE53 Ver. B),preliminary
tekken5d,namcops2.cpp,,2005,Namco,Tekken 5 Dark Resurrection (TED1 Ver. A),preliminary
tekkenab,namcos11.cpp,tekken,1994,Namco,"Tekken (Asia, TE2/VER.B)",imperfect
tekkenac,namcos11.cpp,tekken,1994,Namco,"Tekken (Asia, TE2/VER.C)",imperfect
tekkenjb,namcos11.cpp,tekken,1994,Namco,"Tekken (Japan, TE1/VER.B)",imperfect
tektagt,namcos12.cpp,,1999,Namco,"Tekken Tag Tournament (US, TEG3/VER.C1)",imperfect
tektagtac,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (Asia, TEG2/VER.C1, set 1)",imperfect
tektagtac1,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (Asia, TEG2/VER.C1, set 2)",imperfect
tektagtja,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (Japan, TEG1/VER.A3)",preliminary
tektagtjb,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (Japan, TEG1/VER.B)",preliminary
tektagtjc1,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (Japan, TEG1/VER.C1)",preliminary
tektagtub,namcos12.cpp,tektagt,1999,Namco,"Tekken Tag Tournament (US, TEG3/VER.B)",imperfect
tekxp330,tekxp33x.cpp,,1992,Tektronix,TekXpress XP330,preliminary
telefevr,arcadia.cpp,arcadia,198?,Tchibo,Tele-Fever,imperfect
teljan,suprnova.cpp,,1999,Electro Design,Tel Jan,imperfect
telmahjn,nbmj8891.cpp,,1988,Nichibutsu,Telephone Mahjong (Japan 890111),good
telngtcs,vc4000.cpp,rwtrntcs,1979,Teleng,Teleng Television Computer System,imperfect
telstrat,oric.cpp,oric1,1986,Tangerine,Oric Telestrat,good
tempest,tempest.cpp,,1980,Atari,"Tempest (rev 3, Revised Hardware)",good
tempest1,tempest.cpp,tempest,1980,Atari,Tempest (rev 1),good
tempest1r,tempest.cpp,tempest,1980,Atari,"Tempest (rev 1, Revised Hardware)",good
tempest2,tempest.cpp,tempest,1980,Atari,Tempest (rev 2),good
tempest3,tempest.cpp,tempest,1980,Atari,Tempest (rev 3),good
tempestm,arcadia.cpp,intmpt03,198?,Tempest,Tempest MPT-03,imperfect
temptube,tempest.cpp,tempest,1980,hack (Duncan Brown),Tempest Tubes,good
tenballs,snookr10.cpp,snookr10,1997,<unknown>,Ten Balls (Ver 1.05),good
tengai,psikyo.cpp,,1996,Psikyo,Tengai (World),good
tengaij,psikyo.cpp,tengai,1996,Psikyo,Sengoku Blade: Sengoku Ace Episode II / Tengai,good
tenkai,dynax.cpp,,1991,Dynax,Mahjong Tenkaigen,good
tenkai2b,dynax.cpp,tenkai,1991,bootleg,Mahjong Tenkaigen Part 2 (bootleg),preliminary
tenkaibb,dynax.cpp,tenkai,1991,bootleg,Mahjong Tenkaigen (bootleg b),good
tenkaicb,dynax.cpp,tenkai,1991,bootleg,Mahjong Tenkaigen (bootleg c),good
tenkaie,dynax.cpp,tenkai,1991,Dynax,Mahjong Tenkaigen (set 2),good
tenkomor,namcos12.cpp,,1998,Namco,"Tenkomori Shooting (Asia, TKM2/VER.A1)",imperfect
tenkomorja,namcos12.cpp,tenkomor,1998,Namco,"Tenkomori Shooting (Japan, TKM1/VER.A1)",imperfect
tenpindx,astrocde.cpp,,1983,Dave Nutting Associates / Bally Midway,Ten Pin Deluxe,preliminary
tenspot,galaxian.cpp,,1982,Thomas Automatics,Ten Spot,preliminary
tenthdeg,vegas.cpp,,1998,Atari Games,Tenth Degree (prototype),good
tenup,guab.cpp,,1988,JPM,Ten Up,good
terabrst,hornet.cpp,,1998,Konami,Teraburst (1998/07/17 ver UEL),preliminary
terabrsta,hornet.cpp,terabrst,1998,Konami,Teraburst (1998/02/25 ver AAA),preliminary
terak,terak.cpp,,????,Terak,Terak 8510A,preliminary
term2,midyunit.cpp,,1991,Midway,Terminator 2 - Judgment Day (rev LA4 08/03/92),good
term2la1,midyunit.cpp,term2,1991,Midway,Terminator 2 - Judgment Day (rev LA1 11/01/91),good
term2la2,midyunit.cpp,term2,1991,Midway,Terminator 2 - Judgment Day (rev LA2 12/09/91),good
term2la3,midyunit.cpp,term2,1991,Midway,Terminator 2 - Judgment Day (rev LA3 03/27/92),good
term3,whitestar.cpp,,2003,Stern,Terminator 3: Rise of the Machines (4.00),preliminary
term3_205,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (2.05),preliminary
term3_301,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (3.01),preliminary
term3f,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (4.00 France),preliminary
term3f_205,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (2.05 France),preliminary
term3f_301,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (3.01 France),preliminary
term3g,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (4.00 Germany),preliminary
term3g_301,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (3.01 Germany),preliminary
term3i,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (4.00 Italy),preliminary
term3i_205,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (2.05 Italy),preliminary
term3i_301,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (3.01 Italy),preliminary
term3l,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (4.00 Spain),preliminary
term3l_205,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (2.05 Spain),preliminary
term3l_301,whitestar.cpp,term3,2003,Stern,Terminator 3: Rise of the Machines (3.01 Spain),preliminary
terracre,terracre.cpp,,1985,Nichibutsu,Terra Cresta (YM3526 set 1),good
terracrea,terracre.cpp,terracre,1985,Nichibutsu,Terra Cresta (YM3526 set 3),good
terracren,terracre.cpp,terracre,1985,Nichibutsu,Terra Cresta (YM2203),good
terracreo,terracre.cpp,terracre,1985,Nichibutsu,Terra Cresta (YM3526 set 2),good
terraf,armedf.cpp,,1987,Nichibutsu,Terra Force,good
terrafb,armedf.cpp,terraf,1987,bootleg,"Terra Force (Japan, bootleg set 2)",good
terrafj,armedf.cpp,terraf,1987,Nichibutsu Japan,Terra Force (Japan),good
terrafjb,armedf.cpp,terraf,1987,bootleg,"Terra Force (Japan, bootleg with additional Z80)",good
terrafu,armedf.cpp,terraf,1987,Nichibutsu USA,Terra Force (US),good
tesa6240,c64.cpp,c64,1984,Tesa Etikett,Etikettendrucker 6240,good
tesorone,subsino.cpp,stbsub,1995,Subsino,"Tesorone Dell'Isola (Italy, v2.41)",good
tesorone230,subsino.cpp,stbsub,1995,Subsino,"Tesorone Dell'Isola (Italy, v2.30)",good
tesorone240,subsino.cpp,stbsub,1995,Subsino,"Tesorone Dell'Isola (Italy, v2.40)",good
test410,test_t400.cpp,,2008,T400 uController project,T410 test suite,good
test420,test_t400.cpp,test410,2008,T400 uController project,T420 test suite,good
tetfight,ssfindo.cpp,,2001,Sego,Tetris Fighters,preliminary
tetgiano,segasp.cpp,tetgiant,2009,Sega,Tetris Giant / Tetris Dekaris (MDA-C0076),preliminary
tetgiant,segasp.cpp,,2009,Sega,Tetris Giant / Tetris Dekaris (Ver.2.000),preliminary
tetkiwam,naomi.cpp,,2004,Success,Tetris Kiwamemichi (GDL-0020),preliminary
tetrbx,segas16b.cpp,,2006,bootleg (ISG),Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006),good
tetris,segas16a.cpp,,1988,Sega,"Tetris (set 4, Japan, System 16A) (FD1094 317-0093)",good
tetris1,segas16b.cpp,tetris,1988,Sega,"Tetris (set 1, Japan, System 16B) (FD1094 317-0091)",good
tetris1d,segas16b.cpp,tetris,1988,bootleg,"Tetris (set 1, Japan, System 16B) (bootleg of FD1094 317-0091 set)",good
tetris2,segas16b.cpp,tetris,1988,Sega,"Tetris (set 2, Japan, System 16B) (FD1094 317-0092)",good
tetris2d,segas16b.cpp,tetris,1988,bootleg,"Tetris (set 2, Japan, System 16B) (bootleg of FD1094 317-0092 set)",good
tetris3,segas16a.cpp,tetris,1988,Sega,"Tetris (set 3, Japan, System 16A) (FD1094 317-0093a)",good
tetris3d,segas16a.cpp,tetris,1988,bootleg,"Tetris (set 3, Japan, System 16A) (bootleg of FD1094 317-0093a set)",good
tetrisbl,system16.cpp,tetris,1988,bootleg,Tetris (bootleg),good
tetrisd,segas16a.cpp,tetris,1988,bootleg,"Tetris (set 4, Japan, System 16A) (bootleg of FD1094 317-0093 set)",good
tetriskr,pcxt.cpp,,1988?,bootleg,Tetris (bootleg of Mirrorsoft PC-XT Tetris version),preliminary
tetrisp,ms32.cpp,,1995,Jaleco / BPS,Tetris Plus,imperfect
tetrisp2,tetrisp2.cpp,,1997,Jaleco / The Tetris Company,Tetris Plus 2 (World),good
tetrisp2j,tetrisp2.cpp,tetrisp2,1997,Jaleco / The Tetris Company,"Tetris Plus 2 (Japan, V2.2)",good
tetrisp2ja,tetrisp2.cpp,tetrisp2,1997,Jaleco / The Tetris Company,"Tetris Plus 2 (Japan, V2.1)",good
tetrisse,segae.cpp,,1988,Sega,"Tetris (Japan, System E)",good
tetrist,taito_b.cpp,tetris,1988,Sega,"Tetris (Japan, Taito B-System, Nastar Conversion Kit)",good
tetrista,taito_b.cpp,tetris,1988,Sega,"Tetris (Japan, Taito B-System, Master of Weapon Conversion Kit)",good
tetristh,taito_h.cpp,tetris,1988,Sega,"Tetris (Japan, Taito H-System)",good
tetrsark,arkanoid.cpp,,19??,D.R. Korea,Tetris (D.R. Korea),good
tf95_12,wpc_95.cpp,,1996,Bally,WPC 95 Test Fixture (1.2),preliminary
tfa_13,wpc_an.cpp,,1990,Bally,WPC Test Fixture: Alphanumeric (1.3),preliminary
tfdmd_l3,wpc_dot.cpp,,1991,Bally,WPC Test Fixture: DMD (L-3),preliminary
tfight,gts3.cpp,,1990,Gottlieb,Title Fight,preliminary
tfrceac,segac2.cpp,,1990,Technosoft / Sega,Thunder Force AC,good
tfrceacb,segac2.cpp,tfrceac,1990,bootleg,Thunder Force AC (bootleg),good
tfrceacj,segac2.cpp,tfrceac,1990,Technosoft / Sega,Thunder Force AC (Japan),good
tfs_12,wpc_s.cpp,,1994,Bally,WPC Test Fixture: Security (1.2),preliminary
tftc_104,de_3.cpp,tftc_303,1993,Data East,Tales From the Crypt (1.04 Spain),preliminary
tftc_200,de_3.cpp,tftc_303,1993,Data East,Tales From the Crypt (2.00),preliminary
tftc_300,de_3.cpp,tftc_303,1993,Data East,Tales From the Crypt (3.00),preliminary
tftc_302,de_3.cpp,tftc_303,1993,Data East,Tales From the Crypt (3.02 Dutch),preliminary
tftc_303,de_3.cpp,,1993,Data East,Tales From the Crypt (3.03),preliminary
tfupdate,triforce.cpp,,2004,Sega,Triforce DIMM Updater (GDT-0011),preliminary
tg16,pce.cpp,pce,1989,Nippon Electronic Company,TurboGrafx 16,imperfect
tgm2,psikyosh.cpp,,2000,Arika,Tetris the Absolute The Grand Master 2,good
tgm2p,psikyosh.cpp,tgm2,2000,Arika,Tetris the Absolute The Grand Master 2 Plus,good
tgmj,zn.cpp,,1998,Arika / Capcom,Tetris The Grand Master (Japan 980710),imperfect
tgtball,paradise.cpp,,1995,Yun Sung,Target Ball (Nude),good
tgtballa,paradise.cpp,tgtball,1995,Yun Sung,Target Ball,good
tgtpanic,tgtpanic.cpp,,1996,Konami,Target Panic,good
thaiprin,aristmk6.cpp,,2003,Aristocrat,"Thai Princess (30127721, Malaysia)",preliminary
tharrier,nmk16.cpp,,1989,UPL,Task Force Harrier,good
tharrieru,nmk16.cpp,tharrier,1989,UPL (American Sammy license),Task Force Harrier (US?),good
thayers,thayers.cpp,,1984,RDI Video Systems,Thayer's Quest (set 1),preliminary
thayersa,thayers.cpp,thayers,1984,RDI Video Systems,Thayer's Quest (set 2),preliminary
thedealr,thedealr.cpp,,1988?,Visco Games,The Dealer (Visco),good
thedeep,thedeep.cpp,,1987,Wood Place Inc.,The Deep (Japan),good
thedrink,itgambl2.cpp,,200?,<unknown>,The Drink,preliminary
theend,galaxian.cpp,,1980,Konami,The End,good
theendb,galaxian.cpp,theend,1980,bootleg?,The End (bootleg?),preliminary
theends,galaxian.cpp,theend,1980,Konami (Stern Electronics license),The End (Stern Electronics),good
thegames,gts80a.cpp,,1984,Gottlieb,The Games,preliminary
theglad,pgm.cpp,,2003,IGS,"The Gladiator / Road of the Sword / Shen Jian (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107)",imperfect
theglad100,pgm.cpp,theglad,2003,IGS,"The Gladiator / Road of the Sword / Shen Jian (M68k label V100) (ARM label V100, ROM 01/16/03 SHEN JIAN)",imperfect
theglad101,pgm.cpp,theglad,2003,IGS,"The Gladiator / Road of the Sword / Shen Jian (M68k label V100) (ARM label V101, ROM 03/13/03 SHEN JIAN)",imperfect
thegladpcb,pgm.cpp,theglad,2003,IGS,"The Gladiator / Road of the Sword / Shen Jian (M68k label V100) (ARM label V100, ROM 02/25/03 SHEN JIAN) (Japan, JAMMA PCB)",imperfect
theglob,epos.cpp,suprglob,1983,Epos Corporation,The Glob,good
theglob2,epos.cpp,suprglob,1983,Epos Corporation,The Glob (earlier),good
theglob3,epos.cpp,suprglob,1983,Epos Corporation,The Glob (set 3),good
theglobp,pacman.cpp,suprglob,1983,Epos Corporation,The Glob (Pac-Man hardware),good
thegrid,midzeus.cpp,,2001,Midway,The Grid (version 1.2),preliminary
thegrida,midzeus.cpp,thegrid,2001,Midway,The Grid (version 1.1),preliminary
thehand,gotya.cpp,,1981,T.I.C.,The Hand,imperfect
thehustl,battlnts.cpp,rackemup,1987,Konami,"The Hustler (Japan, program code M)",good
thehustlj,battlnts.cpp,rackemup,1987,Konami,"The Hustler (Japan, program code J)",good
themj,rmhaihai.cpp,,1987,Visco,The Mah-jong (Japan),good
